"pair","type","cosine_similarity","prompt_similarity"
"desert-financing","unrelated",0.128735090305266,0.1
"refugee-up","unrelated",0.229076289854184,0.02
"refuse-high","unrelated",0.160700460562724,0.105
"cough-fever","related",0.37743637540001,0.785
"paranoid-maid","unrelated",0.170647303439952,0.112
"see-meet","related",0.493547409925236,0.742
"horror-believe","unrelated",0.212003536824337,0.245
"speech-full","unrelated",0.296764354329757,0.215
"catholic-christian","related",0.632519063829168,0.874
"observation-evaluation","related",0.618567135376363,0.745
"paint-adrenaline","unrelated",0.202106954364996,0.1
"cinema-easy","unrelated",0.198306118381491,0.12
"command-bird","unrelated",0.243751841012231,0.112
"smoke-cigar","related",0.509846170394697,0.825
"wonderful-fantastic","related",0.69545953328596,0.85
"demand-request","related",0.655008945164093,0.786
"cream-sauce","related",0.336853583129222,0.556
"golf-committee","unrelated",0.281546231621759,0.145
"divorce-dangerous","unrelated",0.239979276188212,0.135
"tomorrow-morning","related",0.442572331727679,0.754
"smoke-possibility","unrelated",0.264355747892397,0.21
"simply-simple","related",0.633749604917878,0.25
"antidote-october","unrelated",0.147060953332763,0.054
"administration-government","related",0.632734450242164,0.876
"hunger-scientist","unrelated",0.17657682088305,0.105
"rescue-sniper","unrelated",0.289204553439388,0.324
"robot-usually","unrelated",0.251139297787581,0.1
"freedom-deaf","unrelated",0.194526166780618,0.12
"network-system","related",0.506037008723864,0.854
"temple-star","unrelated",0.237925469532934,0.215
"patient-fish","unrelated",0.263081579847611,0.112
"underestimate-exaggerate","related",0.552952159964486,0.682
"milk-testimony","unrelated",0.214646280004894,0.05
"bishop-cardinal","related",0.404234509620829,0.845
"rescue-save","related",0.417908611634812,0.9
"soul-spirit","related",0.620396709960224,0.872
"safe-secure","related",0.80567872472594,0.845
"error-cheese","unrelated",0.213226075256432,0.05
"pistol-weapon","related",0.535081024071253,0.887
"september-perspective","unrelated",0.230935091503363,0.12
"enter-go","related",0.485391115995808,0.75
"charity-donation","related",0.647742981776471,0.873
"smash-female","unrelated",0.203597725826621,0.097
"slowly-quickly","related",0.58431687805696,0.852
"chemical-biological","related",0.402728899658561,0.745
"daughter-huge","unrelated",0.240846247102096,0.1
"little-small","related",0.69775102219817,0.95
"ignorance-alarm","unrelated",0.215435965451754,0.15
"portal-gate","related",0.568054573464689,0.687
"environment-love","unrelated",0.292045949947217,0.245
"legion-rotate","unrelated",0.240346584169708,0.075
"vagina-penis","related",0.554310660435662,0.895
"always-computer","unrelated",0.261992734407139,0.045
"picnic-feeling","unrelated",0.288366972393258,0.254
"shower-bathroom","related",0.573514739330471,0.85
"dirty-disgusting","related",0.546266699177311,0.75
"baby-child","related",0.729575945705155,0.9
"banker-investor","related",0.558844512810467,0.845
"literally-detective","unrelated",0.222014131963189,0.143
"food-commissioner","unrelated",0.149469147302805,0.112
"brand-product","related",0.526009771125495,0.85
"profile-ocean","unrelated",0.227466244762393,0.123
"realize-ministry","unrelated",0.182060058269766,0.12
"examine-yeah","unrelated",0.200871495814,0.075
"generator-reactor","related",0.370560628475787,0.875
"clearly-actor","unrelated",0.262861061644408,0.135
"cover-crazy","unrelated",0.2527506330588,0.105
"monday-false","unrelated",0.19449197410452,0.1
"red-yellow","related",0.43840281575002,0.774
"active-deck","unrelated",0.258887831628874,0.205
"thin-priest","unrelated",0.244686162459105,0.072
"steal-hundred","unrelated",0.235813988732546,0.05
"revelation-vision","related",0.37020714395404,0.765
"right-left","related",0.660313164546933,0.874
"bishop-theater","unrelated",0.155918664011737,0.123
"taste-plastic","unrelated",0.229449729173313,0.134
"risk-danger","related",0.720843962831287,0.875
"imagination-creativity","related",0.58453004697086,0.873
"end-disappearance","unrelated",0.331168465625748,0.671
"replace-substitute","related",0.586467670164662,0.873
"fix-museum","unrelated",0.196479974584047,0.125
"drink-beer","related",0.567335250653717,0.875
"daily-weekly","related",0.710051347362238,0.765
"manage-succeed","related",0.365560245506784,0.774
"robot-machine","related",0.582323634113489,0.862
"dry-wet","related",0.478857937567202,0.842
"thief-criminal","related",0.488192700856841,0.889
"country-nation","related",0.679364316104565,0.873
"poison-kill","related",0.434003096619494,0.813
"autopsy-strongly","unrelated",0.157790317777316,0
"cinnamon-vanilla","related",0.449499097805595,0.752
"reflection-mirror","related",0.598907431789205,0.917
"blind-deaf","related",0.440090039795972,0.765
"examination-inspection","related",0.577369180519154,0.762
"cloth-tuesday","unrelated",0.259779266597199,0.05
"task-know","unrelated",0.299516257956403,0.321
"desk-office","related",0.670614267485376,0.85
"crowd-samurai","unrelated",0.288676030048513,0.12
"english-french","related",0.45634587993078,0.763
"look-watch","related",0.608586661655359,0.785
"girl-analysis","unrelated",0.155774862093045,0.12
"third-fourth","related",0.611279763858299,0.782
"table-concert","unrelated",0.443624104386889,0.215
"extremely-proof","unrelated",0.320858002648252,0.245
"hostage-prisoner","related",0.638020999113348,0.861
"red-director","unrelated",0.311846090945072,0.158
"reflection-chase","unrelated",0.206198083717228,0.125
"commercial-merchant","related",0.489472829156552,0.78
"optimistic-realistic","related",0.55324856588586,0.654
"adult-emperor","unrelated",0.30911032011107,0.212
"regiment-battalion","related",0.641071504281906,0.874
"talk-vampire","unrelated",0.245426362643223,0.105
"sad-tragic","related",0.449506730439272,0.765
"kiss-hug","related",0.597439031699438,0.845
"racist-communist","related",0.376257846550761,0.578
"millionaire-entrepreneur","related",0.482348401036444,0.732
"sexual-happen","unrelated",0.260362469340728,0.042
"extra-additional","related",0.736291081357954,0.85
"kidnapper-ransom","related",0.484599637475477,0.875
"noise-sound","related",0.635469546582575,0.918
"paint-draw","related",0.529473873985501,0.785
"suffering-pain","related",0.460299076861223,0.895
"character-sensitive","unrelated",0.261219074146734,0.265
"typical-three","unrelated",0.238162565624802,0.2
"ketchup-mayonnaise","related",0.497388645533383,0.762
"pretty-microscope","unrelated",0.203303770831196,0.045
"fresh-refresh","related",0.596473470441858,0.654
"task-mission","related",0.593254131030107,0.789
"hit-assumption","unrelated",0.282136405809376,0.112
"pyramid-compassion","unrelated",0.147597807424977,0.05
"prey-predator","related",0.682857433181177,0.932
"respect-professor","unrelated",0.318420776888223,0.765
"poor-inspection","unrelated",0.223839467572725,0.145
"occasionally-piece","unrelated",0.337707206083051,0.112
"confirmation-professional","unrelated",0.309491247967193,0.347
"vehicle-car","related",0.698560058352915,0.9
"fall-collapse","related",0.642172884250223,0.742
"plant-flower","related",0.53995848807933,0.85
"snail-attack","unrelated",0.177556530898919,0.015
"caesar-rome","related",0.450146331641912,0.875
"heritage-inherit","related",0.528347960021372,0.652
"terminal-airport","related",0.402903916247757,0.872
"patience-hiv","unrelated",0.196280899960627,0.105
"reason-electricity","unrelated",0.203097518043208,0.215
"vein-artery","related",0.520688572696258,0.873
"victim-faithful","unrelated",0.325819075360133,0.143
"madness-stupidity","related",0.487331186689391,0.782
"thousand-hundred","related",0.666717023628202,0.842
"practice-exercise","related",0.678256542465208,0.829
"pirate-sailor","related",0.509017331193196,0.827
"theft-somewhere","unrelated",0.186158815849643,0.15
"narrow-wide","related",0.4136365810878,0.786
"cough-information","unrelated",0.200177447595561,0.147
"planet-speak","unrelated",0.257050031257151,0.1
"zoo-attitude","unrelated",0.174920691047741,0.105
"first-offend","unrelated",0.195610744729231,0.15
"paranoid-crazy","related",0.361067209055666,0.734
"nickname-surname","related",0.535422855548184,0.753
"commander-infection","unrelated",0.155358531952029,0.045
"progress-development","related",0.619429426565303,0.875
"insert-dead","unrelated",0.241145200147716,0.215
"madness-harbor","unrelated",0.148105900899738,0.045
"guarantee-promise","related",0.593223662078011,0.823
"river-dust","unrelated",0.25779955747078,0.145
"shop-store","related",0.608370556893195,0.9
"grandfather-vanilla","unrelated",0.283384951723131,0.05
"experience-tie","unrelated",0.344853329354492,0.213
"concern-mutation","unrelated",0.282147712850346,0.245
"result-outcome","related",0.808357556973135,0.875
"penalty-east","unrelated",0.214146668238468,0.1
"coal-oil","related",0.480061552536808,0.834
"husband-liberal","unrelated",0.259175131270161,0.215
"anatomy-investigate","unrelated",0.248314472643111,0.165
"bread-win","unrelated",0.316734446295433,0.1
"suffer-die","related",0.309376947425722,0.837
"poverty-message","unrelated",0.201458752349225,0.215
"dancer-biology","unrelated",0.210906910862003,0.045
"vehicle-faith","unrelated",0.214692168034107,0.01
"avenue-capitalism","unrelated",0.176447811606988,0.215
"blind-personality","unrelated",0.115656184135467,0.204
"spider-insect","related",0.515319687791229,0.842
"auction-sale","related",0.68991525888379,0.875
"fidelity-movie","unrelated",0.221958828958763,0.234
"answer-monastery","unrelated",0.180014652050808,0.025
"june-cruelty","unrelated",0.241640546198238,0.05
"positive-negative","related",0.729999759890184,0.764
"house-surgery","unrelated",0.161568705136219,0.05
"adult-parent","related",0.574637865230993,0.842
"enthusiasm-spend","unrelated",0.250195310401899,0.245
"anarchy-capitalism","related",0.332324608618272,0.35
"dragon-lion","related",0.69652660683837,0.322
