"pair","type","Only_Related_cosine","DifferenceScore_cosine","Related_score_cosine","Unrelated_score_cosine","Only_Related_Prompt","DifferenceScore_Prompt","Related_score_Prompt","Unrelated_score_Prompt"
"corner-maintenance","unrelated",NA,0.179072051436054,0.465247536323119,0.286175484887065,NA,0.5565,0.6645,0.108
"shot-quickly","unrelated",NA,0.242844216346937,0.584374479276653,0.341530262929716,NA,0.45,0.45,0
"kidnap-mistake","unrelated",NA,0.25839270800551,0.545919759236362,0.287527051230852,NA,0.769,0.9,0.131
"kilometer-honor","unrelated",NA,0.366629463185659,0.57944858860453,0.212819125418871,NA,0.679,0.679,0
"briefcase-suitcase","related",0.630000401255165,0.388594326984638,0.630000401255165,0.241406074270527,0.825,0.744,0.825,0.081
"scary-inform","unrelated",NA,0.320784071008673,0.535362641573079,0.214578570564406,NA,0.2065,0.2065,0
"heavy-vaccine","unrelated",NA,0.275458249558032,0.432103362527632,0.1566451129696,NA,0.664,0.75,0.086
"butterfly-political","unrelated",NA,0.116991882272454,0.402010769686707,0.285018887414253,NA,0.709,0.709,0
"technology-cruel","unrelated",NA,0.431140302088801,0.627131300994033,0.195990998905232,NA,0.9,0.9,0
"kidney-bye","unrelated",NA,0.311864922900437,0.540164665114439,0.228299742214002,NA,0.8385,0.8385,0
"nobel-tissue","unrelated",NA,0.203576908513617,0.404326417017752,0.200749508504135,NA,0.727,0.777,0.05
"finance-invest","related",0.537177605192474,0.152949624882343,0.537177605192474,0.384227980310131,0.732,0.5785,0.732,0.1535
"clean-erection","unrelated",NA,0.254736825548584,0.470036821474708,0.215299995926124,NA,0.716,0.7945,0.0785
"idea-mirror","unrelated",NA,0.34421841022578,0.598877805192999,0.254659394967219,NA,0.749,0.85,0.101
"melt-fence","unrelated",NA,0.204516267622281,0.41986678361706,0.215350515994779,NA,0.767,0.767,0
"incident-accident","related",0.59037094641581,0.279490793989278,0.59037094641581,0.310880152426532,0.896,0.796,0.896,0.1
"yoga-tunnel","unrelated",NA,0.242091696554711,0.449567129951038,0.207475433396327,NA,0.501,0.576,0.075
"spider-dispute","unrelated",NA,0.435969354240508,0.629417186937289,0.193447832696781,NA,0.846,0.8685,0.0225
"concept-definition","related",0.724078203266803,0.448356675681015,0.724078203266803,0.275721527585788,0.8,0.6,0.8,0.2
"proud-heroin","unrelated",NA,0.460305451140098,0.632436406004114,0.172130954864016,NA,0.9,0.9,0
"drama-thick","unrelated",NA,0.339665178800496,0.634120104645558,0.294454925845062,NA,0.088,0.2,0.112
"drink-ling","unrelated",NA,0.112194159523067,0.506593954001636,0.394399794478569,NA,0.1135,0.2,0.0865
"maybe-probably","related",0.78093494869949,0.514560255476018,0.78093494869949,0.266374693223472,0.8245,0.8245,0.8245,0
"hello-car","unrelated",NA,0.344271819346149,0.698593879265014,0.354322059918865,NA,0.95,0.95,0
"pacific-atlantic","related",0.581993404742988,0.414398817666619,0.581993404742988,0.167594587076369,0.7945,0.7135,0.7945,0.081
"bowl-plate","related",0.407824062731988,0.171192664162045,0.407824062731988,0.236631398569943,0.8115,0.693,0.8115,0.1185
"stamp-clinic","unrelated",NA,0.414263269539901,0.652840621546024,0.238577352006123,NA,0.7765,0.85,0.0735
"myth-legend","related",0.389885510634987,0.127290155953422,0.389885510634987,0.262595354681565,0.825,0.769,0.825,0.056
"play-game","related",0.620152822404509,0.266943982346759,0.620152822404509,0.35320884005775,0.875,0.744,0.875,0.131
"charm-sun","unrelated",NA,0.295040420269404,0.56383272105506,0.268792300785656,NA,0.7125,0.8125,0.1
"soup-entrance","unrelated",NA,0.211096422597515,0.476739362052853,0.265642939455338,NA,0.795,0.845,0.05
"name-functional","unrelated",NA,0.180959261142776,0.53314379588668,0.352184534743904,NA,0.592,0.75,0.158
"deadly-religion","unrelated",NA,0.201380353678442,0.396793123827855,0.195412770149413,NA,0.6525,0.8085,0.156
"palace-castle","related",0.482380968423659,0.20136714650951,0.482380968423659,0.281013821914149,0.77,0.77,0.77,0
"shooter-sniper","related",0.605509394410692,0.316312594499353,0.605509394410692,0.289196799911339,0.8505,0.6505,0.8505,0.2
"eye-reply","unrelated",NA,0.386398835174988,0.669421952866992,0.283023117692004,NA,0.7415,0.8535,0.112
"melt-freeze","related",0.42046342643365,0.310661719300022,0.42046342643365,0.109801707133628,0.7925,0.77,0.7925,0.0225
"ritual-mum","unrelated",NA,0.234382295867405,0.491051538061046,0.256669242193641,NA,0.681,0.85,0.169
"catholic-suggest","unrelated",NA,0.39226469331776,0.572645771408017,0.180381078090257,NA,0.875,0.875,0
"picture-hydrogen","unrelated",NA,0.169434010261459,0.429360904699403,0.259926894437944,NA,0.8445,0.8695,0.025
"noise-chef","unrelated",NA,0.345165905491756,0.551286905247972,0.206120999756216,NA,0.769,0.9,0.131
"monument-bathroom","unrelated",NA,0.322442256272355,0.573518132242854,0.251075875970499,NA,0.7815,0.8425,0.061
"admire-appreciate","related",0.658271110830806,0.328883546345633,0.658271110830806,0.329387564485173,0.8,0.669,0.8,0.131
"weight-height","related",0.528219340294223,0.332030380085298,0.528219340294223,0.196188960208925,0.527,0.527,0.527,0
"trigger-activate","related",0.597675444390186,0.306847722788049,0.597675444390186,0.290827721602137,0.2125,0.1055,0.2125,0.107
"submarine-doctor","unrelated",NA,0.298134741229548,0.515700089974342,0.217565348744794,NA,0.8215,0.9,0.0785
"section-paragraph","related",0.607277052750381,0.372124380242753,0.607277052750381,0.235152672507628,0.8,0.8,0.8,0
"reception-party","related",0.381906803903335,0.113417915216607,0.381906803903335,0.268488888686728,0.7675,0.5525,0.7675,0.215
"author-actor","related",0.561176436876387,0.298279371235334,0.561176436876387,0.262897065641053,0.5835,0.5835,0.5835,0
"artist-strike","unrelated",NA,0.186648720221519,0.523685099450728,0.337036379229209,NA,0.723,0.8125,0.0895
"technology-science","related",0.572536489656782,0.350230885478551,0.572536489656782,0.222305604178231,0.85,0.8,0.85,0.05
"compassionate-generous","related",0.526623855914166,0.306154062632906,0.526623855914166,0.22046979328126,0.7945,0.7945,0.7945,0
"demand-lion","unrelated",NA,0.405981861026094,0.696509796789676,0.290527935763582,NA,0.3,0.3,0
"guarantee-headquarters","unrelated",NA,0.126595271248102,0.382405031485043,0.255809760236941,NA,0.055,0.2075,0.1525
"recognize-eventually","unrelated",NA,0.275126183786363,0.493712278643879,0.218586094857516,NA,0.8755,0.8755,0
"trigger-option","unrelated",NA,0.344683447828817,0.788940841188714,0.444257393359897,NA,0.6735,0.8885,0.215
"arrange-program","unrelated",NA,0.239915046608109,0.608734617835136,0.368819571227027,NA,0.434,0.7565,0.3225
"nanny-importance","unrelated",NA,0.2873100392304,0.449924777776713,0.162614738546313,NA,0.505,0.605,0.1
"nice-lovely","related",0.470498490716869,0.141967007964651,0.470498490716869,0.328531482752218,0.8,0.8,0.8,0
"code-password","related",0.434809721454434,0.192425950299296,0.434809721454434,0.242383771155138,0.7945,0.794,0.7945,5e-04
"pulse-fly","unrelated",NA,-0.155270590186505,0.163952253626263,0.319222843812768,NA,-0.021,0.1,0.121
"hope-faith","related",0.416164662374005,0.201467213723537,0.416164662374005,0.214697448650468,0.8,0.725,0.8,0.075
"cell-prison","related",0.286597789021991,-0.017092302624656,0.286597789021991,0.303690091646647,0.777,0.685,0.777,0.092
"soul-complete","unrelated",NA,0.387878992193073,0.629467022698112,0.241588030505039,NA,0.665,0.777,0.112
"waste-spend","related",0.431923939166484,0.181710785020452,0.431923939166484,0.250213154146032,0.2395,0.1335,0.2395,0.106
"probability-likely","related",0.638711464000116,0.246733032300118,0.638711464000116,0.391978431699998,0.625,0.625,0.625,0
"insult-offend","related",0.613090806832025,0.417464050218023,0.613090806832025,0.195626756614002,0.75,0.638,0.75,0.112
"officially-ventilation","unrelated",NA,0.295493747737056,0.447493163676243,0.151999415939187,NA,0.4785,0.4785,0
"rule-protocol","related",0.589037766569506,0.323776190084873,0.589037766569506,0.265261576484633,0.7605,0.688,0.7605,0.0725
"personal-thirst","unrelated",NA,0.453895419764897,0.647043181069501,0.193147761304604,NA,0.654,0.777,0.123
"road-highway","related",0.540525476266158,0.309631641068942,0.540525476266158,0.230893835197216,0.8875,0.8875,0.8875,0
"chicken-turkey","related",0.488062166635204,0.252121525298396,0.488062166635204,0.235940641336808,0.857,0.776,0.857,0.081
"expert-specialist","related",0.612339933277891,0.341738187559709,0.612339933277891,0.270601745718182,0.9,0.9,0.9,0
"enemy-opponent","related",0.597705343045146,0.315303966685274,0.597705343045146,0.282401376359872,0.775,0.663,0.775,0.112
"embassy-harmony","unrelated",NA,0.220630344261565,0.44496312085738,0.224332776595815,NA,0.65,0.756,0.106
"impressive-amazing","related",0.610290355030565,0.396902212325739,0.610290355030565,0.213388142704826,0.775,0.7215,0.775,0.0535
"manager-free","unrelated",NA,0.314347106597023,0.5798063402629,0.265459233665877,NA,0.519,0.625,0.106
"combat-attract","unrelated",NA,0.145879050634493,0.391869435355206,0.245990384720713,NA,0.229,0.229,0
"southern-bride","unrelated",NA,0.296712463907183,0.554703166671225,0.257990702764042,NA,0.769,0.875,0.106
"polite-friendly","related",0.484973983668035,0.275950160793001,0.484973983668035,0.209023822875034,0.6505,0.6505,0.6505,0
"apply-cemetery","unrelated",NA,0.296006501345483,0.495671053772044,0.199664552426561,NA,0.8605,0.8605,0
"progress-christian","unrelated",NA,0.397330739661801,0.632467165475093,0.235136425813292,NA,0.7055,0.8365,0.131
"protest-demonstration","related",0.539920785236417,0.338178958938254,0.539920785236417,0.201741826298163,0.9,0.844,0.9,0.056
"occur-dad","unrelated",NA,0.304706519267509,0.461867879601663,0.157161360334154,NA,0.75,0.75,0
"now-know","related",0.435483919202606,0.135967661246203,0.435483919202606,0.299516257956403,0,-0.156,0,0.156
"escort-accompany","related",0.463694593892098,0.201536617696342,0.463694593892098,0.262157976195756,0.7085,0.7085,0.7085,0
"evil-breakfast","unrelated",NA,0.444279394784632,0.579937665137799,0.135658270353167,NA,0.775,0.775,0
"combination-heal","unrelated",NA,0.269375115417758,0.468033353491362,0.198658238073604,NA,0.7225,0.8725,0.15
"critical-political","related",0.402010769686707,0.116991882272454,0.402010769686707,0.285018887414253,0.709,0.709,0.709,0
"male-dawn","unrelated",NA,0.240413949911943,0.49864212772554,0.258228177813597,NA,0.725,0.825,0.1
"dig-football","unrelated",NA,0.164001703111976,0.524150028600028,0.360148325488052,NA,0.748,0.86,0.112
"naive-cynical","related",0.318984732474287,0.118431064158646,0.318984732474287,0.200553668315641,0.2325,0.2325,0.2325,0
"control-prosecutor","unrelated",NA,0.257794603485165,0.503725365440836,0.245930761955671,NA,0.536,0.775,0.239
"crack-psychology","unrelated",NA,0.23043959563166,0.408785278237729,0.178345682606069,NA,0.3115,0.5115,0.2
"taxi-limousine","related",0.530963711701911,0.370891159650601,0.530963711701911,0.16007255205131,0.846,0.846,0.846,0
"attractive-grandmother","unrelated",NA,0.680847050610705,0.844788734997536,0.163941684386831,NA,0.903,1,0.097
"strength-coffee","unrelated",NA,0.160374842158607,0.413670027164125,0.253295185005518,NA,0.6985,0.775,0.0765
"meaning-importance","related",0.449924777776713,0.2873100392304,0.449924777776713,0.162614738546313,0.605,0.505,0.605,0.1
"golden-remain","unrelated",NA,0.355335451282596,0.699773283170577,0.344437831887981,NA,0.794,0.9,0.106
"control-manipulate","related",0.520882397341793,0.310715583973891,0.520882397341793,0.210166813367902,0.705,0.705,0.705,0
"capsule-realistic","unrelated",NA,0.378924322768623,0.553234945937497,0.174310623168874,NA,0.317,0.317,0
"poet-writer","related",0.429257470860267,0.155335441678749,0.429257470860267,0.273922029181518,0.8625,0.84,0.8625,0.0225
"astronaut-pilot","related",0.444031078079208,0.202920966719521,0.444031078079208,0.241110111359687,0.5,0.425,0.5,0.075
"reality-fantasy","related",0.447023594608952,0.225364470143041,0.447023594608952,0.221659124465911,0.5875,0.505,0.5875,0.0825
"smart-intelligent","related",0.566727669416935,0.318103226032612,0.566727669416935,0.248624443384323,1,1,1,0
"colony-federation","related",0.325783893164759,0.123901590469088,0.325783893164759,0.201882302695671,0.5655,0.5355,0.5655,0.03
"sin-birthday","unrelated",NA,0.31004232932637,0.575197067256203,0.265154737929833,NA,0.75,0.85,0.1
"marathon-snake","unrelated",NA,0.308363085063262,0.554943753219846,0.246580668156584,NA,0.607,0.6595,0.0525
"vein-rarely","unrelated",NA,0.478688829080239,0.687166225226735,0.208477396146496,NA,0.782,0.782,0
"lord-privacy","unrelated",NA,0.380225133265284,0.635407226600172,0.255182093334888,NA,0.7625,0.8625,0.1
"excellent-great","related",0.55425354328375,0.241264690975822,0.55425354328375,0.312988852307928,0.85,0.8,0.85,0.05
"camp-beer","unrelated",NA,0.267252924377598,0.567335250653717,0.300082326276119,NA,0.494,0.8725,0.3785
"old-battlefield","unrelated",NA,0.222890206553609,0.413186613269426,0.190296406715817,NA,0.56,0.666,0.106
"presence-spaghetti","unrelated",NA,0.346712964855973,0.562176915477184,0.215463950621211,NA,0.85,0.85,0
"uncomfortable-unpleasant","related",0.749585551838403,0.541398520842927,0.749585551838403,0.208187030995476,0.8615,0.8615,0.8615,0
"ambassador-minister","related",0.479289624570959,0.245401527874566,0.479289624570959,0.233888096696393,0.75,0.638,0.75,0.112
"fix-repair","related",0.720647837160917,0.46481317378857,0.720647837160917,0.255834663372347,0.9,0.85,0.9,0.05
"create-hard","unrelated",NA,0.359108277616836,0.618147957929436,0.2590396803126,NA,0.719,0.825,0.106
"opinion-corpse","unrelated",NA,0.226035610303212,0.506514652058734,0.280479041755522,NA,0.8,0.8,0
"feed-eat","related",0.541067740643939,0.320319257925862,0.541067740643939,0.220748482718077,0.8,0.8,0.8,0
"orgasm-erection","related",0.470036821474708,0.254736825548584,0.470036821474708,0.215299995926124,0.7945,0.716,0.7945,0.0785
"class-school","related",0.510392125528353,0.285019902920843,0.510392125528353,0.22537222260751,0.775,0.6625,0.775,0.1125
"down-up","related",0.522639171422834,0.293598226773687,0.522639171422834,0.229040944649147,0.1,0.1,0.1,0
"night-symbol","unrelated",NA,0.183960333088609,0.499372183160768,0.315411850072159,NA,0.6485,0.8175,0.169
"smash-break","related",0.50332364568288,0.278295626374205,0.50332364568288,0.225028019308675,0.8,0.669,0.8,0.131
"nasty-thunder","unrelated",NA,0.446966299911635,0.683489186079281,0.236522886167646,NA,0.874,0.88,0.006
"pistol-global","unrelated",NA,0.310935194828913,0.494809133741689,0.183873938912776,NA,0.571,0.671,0.1
"capital-city","related",0.450462691596538,0.232377135110886,0.450462691596538,0.218085556485652,0.8,0.6865,0.8,0.1135
"tuna-lobster","related",0.406989817111576,0.206616469333939,0.406989817111576,0.200373347777637,0.753,0.728,0.753,0.025
"data-information","related",0.581368185488141,0.381269472908536,0.581368185488141,0.200098712579605,0.889,0.8015,0.889,0.0875
"shoulder-beauty","unrelated",NA,0.281809181341814,0.502539220225149,0.220730038883335,NA,0.617,0.747,0.13
"report-inform","related",0.535362641573079,0.320784071008673,0.535362641573079,0.214578570564406,0.2065,0.2065,0.2065,0
"journalism-politics","related",0.467184885716258,0.234159662409903,0.467184885716258,0.233025223306355,0.7905,0.7905,0.7905,0
"little-news","unrelated",NA,0.047228262591799,0.332842033308447,0.285613770716648,NA,0.629,0.741,0.112
"diploma-inherit","unrelated",NA,0.291679305192258,0.528283498485604,0.236604193293346,NA,0.583,0.739,0.156
"trophy-medal","related",0.530479997785521,0.275251667738071,0.530479997785521,0.25522833004745,0.85,0.775,0.85,0.075
"gain-win","related",0.568288506835691,0.251553644069809,0.568288506835691,0.316734862765882,0.75,0.644,0.75,0.106
"warm-cool","related",0.496226677004463,0.163086559826748,0.496226677004463,0.333140117177715,0.175,0.175,0.175,0
"river-lake","related",0.627895733555617,0.323219795903932,0.627895733555617,0.304675937651685,0.786,0.7415,0.786,0.0445
"landing-flight","related",0.536724967998617,0.185995540553067,0.536724967998617,0.35072942744555,0.784,0.678,0.784,0.106
"valuable-atmosphere","unrelated",NA,0.323269669013622,0.437919942855186,0.114650273841564,NA,0.625,0.7875,0.1625
"advertising-marketing","related",0.607723398521804,0.190639496710507,0.607723398521804,0.417083901811297,0.8875,0.264,0.8875,0.6235
"worried-height","unrelated",NA,0.332030380085298,0.528219340294223,0.196188960208925,NA,0.527,0.527,0
"lamp-candle","related",0.545797726207205,0.301180818270271,0.545797726207205,0.244616907936934,0.75,0.6625,0.75,0.0875
"toilet-connection","unrelated",NA,0.350221935400501,0.5872587171805,0.237036781779999,NA,0.7245,0.8365,0.112
"clan-web","unrelated",NA,0.498140130352208,0.721837976009116,0.223697845656908,NA,0.7135,0.8875,0.174
"proceed-mayonnaise","unrelated",NA,0.311852397823594,0.497388645533383,0.185536247709789,NA,0.777,0.777,0
"crown-throne","related",0.558116973482479,0.274649490831002,0.558116973482479,0.283467482651477,0.8625,0.744,0.8625,0.1185
"national-global","related",0.494809133741689,0.310935194828913,0.494809133741689,0.183873938912776,0.671,0.571,0.671,0.1
"record-recording","related",0.664428480179567,0.521701759480042,0.664428480179567,0.142726720699525,0.838,0.726,0.838,0.112
"call-external","unrelated",NA,0.473154980640059,0.748077499171325,0.274922518531266,NA,0.139,0.251,0.112
"front-rear","related",0.60793586823864,0.348301603473876,0.60793586823864,0.259634264764764,0.833,0.718,0.833,0.115
"contamination-radiation","related",0.43365562266988,0.200704996480273,0.43365562266988,0.232950626189607,0.752,0.652,0.752,0.1
"tenant-butt","unrelated",NA,0.181158098748555,0.484060478323963,0.302902379575408,NA,0.825,0.825,0
"war-battle","related",0.640845101418195,0.401158734308068,0.640845101418195,0.239686367110127,0.8635,0.7575,0.8635,0.106
"workshop-cheek","unrelated",NA,0.230067810949908,0.449693821845826,0.219626010895918,NA,0.743,0.7685,0.0255
"round-tooth","unrelated",NA,0.215283483858583,0.519063366512243,0.30377988265366,NA,-0.025,0.2,0.225
"attractive-charming","related",0.567904481025062,0.385931844993271,0.567904481025062,0.181972636031791,0.8,0.8,0.8,0
"aspirin-orbit","unrelated",NA,0.317546329153881,0.571700905996329,0.254154576842448,NA,0.71,0.785,0.075
"passenger-driver","related",0.518635694516529,0.232694790395181,0.518635694516529,0.285940904121348,0.743,0.637,0.743,0.106
"poet-hole","unrelated",NA,0.072505493470477,0.336291713401095,0.263786219930618,NA,0.6045,0.6355,0.031
"throat-captain","unrelated",NA,0.398222345049511,0.618130929710319,0.219908584660808,NA,0.794,0.8,0.006
"alert-alarm","related",0.760703790109654,0.545263070407849,0.760703790109654,0.215440719701805,0.8,0.6815,0.8,0.1185
"forgiveness-pill","unrelated",NA,0.446636151569118,0.626036498915887,0.179400347346769,NA,0.778,0.778,0
"workshop-garage","related",0.402078139471858,0.123365785786022,0.402078139471858,0.278712353685836,0.67,0.62,0.67,0.05
"fair-reasonable","related",0.669766641517628,0.38506245126279,0.669766641517628,0.284704190254838,0.75,0.75,0.75,0
"superman-remarkable","unrelated",NA,0.506781325564824,0.760093089312373,0.253311763747549,NA,0.77,0.845,0.075
"inspector-commissioner","related",0.548934258842867,0.399470899817708,0.548934258842867,0.149463359025159,0.677,0.612,0.677,0.065
"suicide-murder","related",0.502001862203727,0.294006901035071,0.502001862203727,0.207994961168656,0.8,0.8,0.8,0
"ordinary-usual","related",0.780126947191549,0.527282368328058,0.780126947191549,0.252844578863491,0.8,0.8,0.8,0
"princess-prince","related",0.655953484914887,0.44976898896476,0.655953484914887,0.206184495950127,0.9,0.7885,0.9,0.1115
"cash-destiny","unrelated",NA,0.496404611573531,0.682157857693081,0.18575324611955,NA,0.8105,0.912,0.1015
"mouse-photographer","unrelated",NA,0.032781466140356,0.294673922455167,0.261892456314811,NA,0.262,0.3105,0.0485
"opening-closure","related",0.561076929099726,0.325862929019007,0.561076929099726,0.235214000080719,0.732,0.705,0.732,0.027
"hobby-cerebral","unrelated",NA,0.334884648528633,0.524044423481264,0.189159774952631,NA,0.694,0.825,0.131
"sword-knife","related",0.648007818485213,0.448270731395222,0.648007818485213,0.199737087089991,0.825,0.825,0.825,0
"recover-heal","related",0.468033353491362,0.269375115417758,0.468033353491362,0.198658238073604,0.8725,0.7225,0.8725,0.15
"marine-navy","related",0.407275890121307,0.117847134233622,0.407275890121307,0.289428755887685,0.775,0.65,0.775,0.125
"hire-rent","related",0.659363432428862,0.309452000852231,0.659363432428862,0.349911431576631,0.8445,0.747,0.8445,0.0975
"grain-ironic","unrelated",NA,0.669139176174002,0.900426134075498,0.231286957901496,NA,0.8,0.8,0
"mouth-nose","related",0.485504179659043,0.205374283970591,0.485504179659043,0.280129895688452,0.775,0.7525,0.775,0.0225
"consider-light","unrelated",NA,0.061278266769308,0.373943458950711,0.312665192181403,NA,0,0.056,0.056
"lightning-thunder","related",0.683489186079281,0.446966299911635,0.683489186079281,0.236522886167646,0.88,0.874,0.88,0.006
"contract-agreement","related",0.530497391928344,0.342978556980043,0.530497391928344,0.187518834948301,0.882,0.8545,0.882,0.0275
"racist-performance","unrelated",NA,0.357038671733471,0.518929097222808,0.161890425489337,NA,0.66,0.76,0.1
"push-pull","related",0.698567928117444,0.387107197612741,0.698567928117444,0.311460730504703,0.85,0.738,0.85,0.112
"lie-liar","related",0.567917525941748,0.334258285435056,0.567917525941748,0.233659240506692,0.8875,0.8375,0.8875,0.05
"health-education","related",0.46423694565096,0.266395300204168,0.46423694565096,0.197841645446792,0.75,0.5425,0.75,0.2075
"shirt-worry","unrelated",NA,0.442127695735697,0.682757507364281,0.240629811628584,NA,0.8775,0.9,0.0225
"necessary-need","related",0.709553260268649,0.429289694846732,0.709553260268649,0.280263565421917,0.825,0.5645,0.825,0.2605
"kilo-gram","related",0.390434347310164,0.175219625549828,0.390434347310164,0.215214721760336,0.9,0.9,0.9,0
"leave-dress","unrelated",NA,0.250272572661007,0.464798813466225,0.214526240805218,NA,0.667,0.825,0.158
"grab-catch","related",0.647743970150027,0.37451255708532,0.647743970150027,0.273231413064707,0.846,0.79,0.846,0.056
"anger-rent","unrelated",NA,0.309452000852231,0.659363432428862,0.349911431576631,NA,0.747,0.8445,0.0975
"boot-assistant","unrelated",NA,0.142863532434622,0.446731289409104,0.303867756974482,NA,0.737,0.849,0.112
"show-sailor","unrelated",NA,0.177124302073638,0.509017331193196,0.331893029119558,NA,0.694,0.8,0.106
"anniversary-birthday","related",0.575197067256203,0.31004232932637,0.575197067256203,0.265154737929833,0.85,0.75,0.85,0.1
"near-far","related",0.587622519526909,0.226286494066742,0.587622519526909,0.361336025460167,0.075,0.075,0.075,0
"tasty-delicious","related",0.793774988758561,0.576668936100845,0.793774988758561,0.217106052657716,0.95,0.95,0.95,0
"lip-writer","unrelated",NA,0.155335441678749,0.429257470860267,0.273922029181518,NA,0.84,0.8625,0.0225
"equipment-honest","unrelated",NA,0.205936873700307,0.454781139209994,0.248844265509687,NA,0.8,0.8,0
"factor-junior","unrelated",NA,0.393349995206756,0.63715396504476,0.243803969838004,NA,0.6615,0.8115,0.15
"deadly-fatal","related",0.548301245470481,0.327393078457381,0.548301245470481,0.2209081670131,0.9005,0.8505,0.9005,0.05
"locked-closed","related",0.645231041814014,0.497354499986866,0.645231041814014,0.147876541827148,0.85,0.85,0.85,0
"uncle-dad","related",0.461867879601663,0.304706519267509,0.461867879601663,0.157161360334154,0.75,0.75,0.75,0
"grateful-paragraph","unrelated",NA,0.372124380242753,0.607277052750381,0.235152672507628,NA,0.8,0.8,0
"november-december","related",0.689508422533206,0.445517014416483,0.689508422533206,0.243991408116723,0.9,0.825,0.9,0.075
"window-ant","unrelated",NA,-0.041521278238148,0.295428436061025,0.336949714299173,NA,0.8225,0.8225,0
"god-business","unrelated",NA,0.237808910386991,0.540148188794708,0.302339278407717,NA,0.7465,0.8215,0.075
"surprise-disappointment","related",0.526575196377732,0.317301329573625,0.526575196377732,0.209273866804107,0.525,0.4525,0.525,0.0725
"prevent-stop","related",0.585400494680912,0.321833128427615,0.585400494680912,0.263567366253297,0.8,0.7075,0.8,0.0925
"file-unexpectedly","unrelated",NA,0.50831870295667,0.681498419264391,0.173179716307721,NA,0.85,0.85,0
"jazz-music","related",0.496946669541785,0.144994657332054,0.496946669541785,0.351952012209731,0.9,0.788,0.9,0.112
"rest-batman","unrelated",NA,0.320065143294208,0.564009914340602,0.243944771046394,NA,0.85,0.9,0.05
"mercenary-sand","unrelated",NA,0.240209588763152,0.468662176952291,0.228452588189139,NA,0.69,0.7375,0.0475
"imperial-laugh","unrelated",NA,0.464720014969637,0.587953728344535,0.123233713374898,NA,0.825,0.825,0
"freedom-democracy","related",0.504727578606693,0.246124990131404,0.504727578606693,0.258602588475289,0.8285,0.7175,0.8285,0.111
"toast-army","unrelated",NA,0.266990289609156,0.406559957978399,0.139569668369243,NA,0.799,0.874,0.075
"cup-worthless","unrelated",NA,0.595619824134938,0.820742938792199,0.225123114657261,NA,0.8,0.8,0
"advice-advise","related",0.814856708059042,0.610825951295859,0.814856708059042,0.204030756763183,0.8,0.8,0.8,0
"probability-prepare","unrelated",NA,0.324313256416858,0.664052117431071,0.339738861014213,NA,0.581,0.702,0.121
"iron-selfish","unrelated",NA,0.18037133629165,0.411752552390338,0.231381216098688,NA,0.421,0.421,0
"gang-fantasy","unrelated",NA,0.225364470143041,0.447023594608952,0.221659124465911,NA,0.505,0.5875,0.0825
"factory-production","related",0.601432755797729,0.382282073352226,0.601432755797729,0.219150682445503,0.8305,0.7305,0.8305,0.1
"cream-evening","unrelated",NA,0.312680444935379,0.596008297745553,0.283327852810174,NA,0.763,0.875,0.112
"naive-week","unrelated",NA,0.541511958854028,0.695033392125966,0.153521433271938,NA,0.8365,0.8615,0.025
"planet-orbit","related",0.571700905996329,0.317546329153881,0.571700905996329,0.254154576842448,0.785,0.71,0.785,0.075
"mother-father","related",0.737134441088518,0.484458036663902,0.737134441088518,0.252676404424616,1,0.9,1,0.1
"operational-beautiful","unrelated",NA,0.601342903842348,0.828722558679014,0.227379654836666,NA,0.9,0.9,0
"half-resist","unrelated",NA,0.432144192421961,0.664717904830655,0.232573712408694,NA,0.444,0.5,0.056
"balance-harmony","related",0.44496312085738,0.220630344261565,0.44496312085738,0.224332776595815,0.756,0.65,0.756,0.106
"loser-winner","related",0.454736247941119,0.265960441718455,0.454736247941119,0.188775806222664,0.739,0.685,0.739,0.054
"jurisdiction-onion","unrelated",NA,0.45783217295813,0.549202930656089,0.0913707576979589,NA,0.875,0.875,0
"increase-alley","unrelated",NA,0.259660224740998,0.549288784343941,0.289628559602943,NA,0.6975,0.7365,0.039
"check-verify","related",0.715599103514488,0.383058520891448,0.715599103514488,0.33254058262304,0.8115,0.7115,0.8115,0.1
"zoo-circus","related",0.424832026194443,0.191289854020813,0.424832026194443,0.23354217217363,0.675,0.65,0.675,0.025
"preparation-planning","related",0.59900661889259,0.429945351460702,0.59900661889259,0.169061267431888,0.8135,0.707,0.8135,0.1065
"concrete-witch","unrelated",NA,0.270270136497742,0.368079001848715,0.0978088653509726,NA,0.5735,0.7195,0.146
"dancer-dance","related",0.638613125117286,0.40622876132341,0.638613125117286,0.232384363793876,0.836,0.761,0.836,0.075
"plus-weapon","unrelated",NA,0.230831478328356,0.535042304885797,0.304210826557441,NA,0.85,0.9,0.05
"desert-financing","unrelated",NA,0.448417513258679,0.577152603563945,0.128735090305266,NA,0.7275,0.775,0.0475
"refugee-up","unrelated",NA,0.293598226773687,0.522639171422834,0.229040944649147,NA,0.1,0.1,0
"refuse-high","unrelated",NA,0.478340755402219,0.638991712432999,0.16065095703078,NA,0.2,0.2,0
"cough-fever","related",0.377429195905162,0.12287060849087,0.377429195905162,0.254558587414292,0.741,0.641,0.741,0.1
"paranoid-maid","unrelated",NA,0.315921224726769,0.486510657667535,0.170589432940766,NA,0.696,0.746,0.05
"see-meet","related",0.493533249580562,0.196426446372809,0.493533249580562,0.297106803207753,0.3505,0.232,0.3505,0.1185
