"pair","type","mean_cosine_similarity","mean_prompt_similarity"
"grateful-paragraph","unrelated",0.235182366207762,0.086
"november-december","related",0.689508422533206,0.8695
"window-ant","unrelated",0.336949714299173,0.0475
"god-business","unrelated",0.30235773308637,0.175
"surprise-disappointment","related",0.526568632183225,0.6555
"prevent-stop","related",0.585418813282572,0.8755
"file-unexpectedly","unrelated",0.173199117557236,0
"jazz-music","related",0.496946669541785,0.9045
"rest-batman","unrelated",0.24396996925443,0.075
"mercenary-sand","unrelated",0.228466425730408,0.0725
"imperial-laugh","unrelated",0.123281852939417,0.0475
"freedom-democracy","related",0.504752105927441,0.8745
"toast-army","unrelated",0.139589946377933,0.0475
"cup-worthless","unrelated",0.225106672453198,0.055
"advice-advise","related",0.814856708059042,0.7875
"probability-prepare","unrelated",0.339734665388755,0.2165
"iron-selfish","unrelated",0.231346044915479,0.05
"gang-fantasy","unrelated",0.221659124465911,0.2025
"factory-production","related",0.601432755797729,0.8525
"cream-evening","unrelated",0.283354637737226,0.2105
"naive-week","unrelated",0.153521433271938,0.1175
"planet-orbit","related",0.571700905996329,0.859
"mother-father","related",0.737096421947331,0.975
"operational-beautiful","unrelated",0.227379699265556,0.1215
"half-resist","unrelated",0.232573712408694,0.1825
"balance-harmony","related",0.444904023254642,0.748
"loser-winner","related",0.454734504317823,0.846
"jurisdiction-onion","unrelated",0.0913707576979589,0
"increase-alley","unrelated",0.289676775489509,0.0725
"check-verify","related",0.715606212567913,0.824
"zoo-circus","related",0.424830120923037,0.728
"preparation-planning","related",0.599010600118171,0.755
"concrete-witch","unrelated",0.0978066250233874,0.135
"dancer-dance","related",0.638613125117286,0.8735
"plus-weapon","unrelated",0.304274208056879,0.175
"desert-financing","unrelated",0.128735090305266,0.0725
"refugee-up","unrelated",0.229076289854184,0.0325
"refuse-high","unrelated",0.160724346306942,0.075
"cough-fever","related",0.377387300626161,0.7855
"paranoid-maid","unrelated",0.170647303439952,0.106
"see-meet","related",0.493512511233289,0.7075
"horror-believe","unrelated",0.212003536824337,0.245
"speech-full","unrelated",0.296764354329757,0.2075
"catholic-christian","related",0.632519063829168,0.8295
"observation-evaluation","related",0.618596290581454,0.7435
"paint-adrenaline","unrelated",0.202109365142761,0.101
"cinema-easy","unrelated",0.198306118381491,0.16
"command-bird","unrelated",0.24374146850621,0.106
"smoke-cigar","related",0.509846170394697,0.8485
"wonderful-fantastic","related",0.69545953328596,0.881
"demand-request","related",0.655008945164093,0.82
"cream-sauce","related",0.336853583129222,0.649
"golf-committee","unrelated",0.281546231621759,0.14
"divorce-dangerous","unrelated",0.239979276188212,0.1275
"tomorrow-morning","related",0.442572331727679,0.7595
"smoke-possibility","unrelated",0.264355747892397,0.2125
"simply-simple","related",0.633749604917878,0.392
"antidote-october","unrelated",0.147060953332763,0.0395
"administration-government","related",0.632705991240019,0.863
"hunger-scientist","unrelated",0.17657682088305,0.104
"rescue-sniper","unrelated",0.289204553439388,0.2845
"robot-usually","unrelated",0.25110743086687,0.05
"freedom-deaf","unrelated",0.194492394163032,0.0925
"network-system","related",0.505997980112059,0.843
"temple-star","unrelated",0.237925469532934,0.23
"patient-fish","unrelated",0.263121021079967,0.131
"underestimate-exaggerate","related",0.552952159964486,0.719
"milk-testimony","unrelated",0.214646280004894,0.0475
"bishop-cardinal","related",0.404234509620829,0.86
"rescue-save","related",0.417908611634812,0.887
"soul-spirit","related",0.620396709960224,0.8505
"safe-secure","related",0.80567872472594,0.8475
"error-cheese","unrelated",0.213216097671437,0.05
"pistol-weapon","related",0.535081024071253,0.88
"september-perspective","unrelated",0.230928230946264,0.1625
"enter-go","related",0.485391115995808,0.7125
"charity-donation","related",0.647742981776471,0.884
"smash-female","unrelated",0.203597725826621,0.1045
"slowly-quickly","related",0.583405977096447,0.851
"chemical-biological","related",0.402710522948446,0.7485
"daughter-huge","unrelated",0.240854802182502,0.0875
"little-small","related",0.697844656992757,0.925
"ignorance-alarm","unrelated",0.215435965451754,0.1825
"portal-gate","related",0.568065758748724,0.7245
"environment-love","unrelated",0.292045949947217,0.23
"legion-rotate","unrelated",0.240346584169708,0.0875
"vagina-penis","related",0.554283867868312,0.8975
"always-computer","unrelated",0.262026830291998,0.06
"picnic-feeling","unrelated",0.288366972393258,0.2505
"shower-bathroom","related",0.573514739330471,0.8615
"dirty-disgusting","related",0.546266699177311,0.8
"baby-child","related",0.729575945705155,0.905
"banker-investor","related",0.558844512810467,0.8475
"literally-detective","unrelated",0.221994310021199,0.1215
"food-commissioner","unrelated",0.149463359025159,0.112
"brand-product","related",0.525974560907152,0.853
"profile-ocean","unrelated",0.227466244762393,0.1115
"realize-ministry","unrelated",0.182047887119233,0.116
"examine-yeah","unrelated",0.200871495814,0.0375
"generator-reactor","related",0.370560628475787,0.809
"clearly-actor","unrelated",0.262838406485442,0.1675
"cover-crazy","unrelated",0.2527506330588,0.104
"monday-false","unrelated",0.19449197410452,0.1025
"red-yellow","related",0.438467803980683,0.7815
"active-deck","unrelated",0.258887831628874,0.2275
"thin-priest","unrelated",0.244686162459105,0.0875
"steal-hundred","unrelated",0.235813988732546,0.036
"revelation-vision","related",0.37020714395404,0.7085
"right-left","related",0.660289719923351,0.8315
"bishop-theater","unrelated",0.155932499717114,0.1365
"taste-plastic","unrelated",0.229435784854558,0.1895
"risk-danger","related",0.720843962831287,0.8645
"imagination-creativity","related",0.584532807796318,0.8645
"end-disappearance","unrelated",0.331168465625748,0.5615
"replace-substitute","related",0.586466935048567,0.859
"fix-museum","unrelated",0.196455948873356,0.1225
"drink-beer","related",0.567335250653717,0.875
"daily-weekly","related",0.710077343414294,0.757
"manage-succeed","related",0.365560245506784,0.714
"robot-machine","related",0.582323634113489,0.8685
"dry-wet","related",0.478857937567202,0.5435
"thief-criminal","related",0.488199298718649,0.877
"country-nation","related",0.679359170170318,0.884
"poison-kill","related",0.434003096619494,0.7995
"autopsy-strongly","unrelated",0.157790317777316,0
"cinnamon-vanilla","related",0.449547467127849,0.747
"reflection-mirror","related",0.598942821879981,0.896
"blind-deaf","related",0.440090039795972,0.7605
"examination-inspection","related",0.577369180519154,0.757
"cloth-tuesday","unrelated",0.259823206121486,0.075
"task-know","unrelated",0.299517769565954,0.283
"desk-office","related",0.670614267485376,0.85
"crowd-samurai","unrelated",0.288676030048513,0.0825
"english-french","related",0.456319614932627,0.7585
"look-watch","related",0.608572196655692,0.8285
"girl-analysis","unrelated",0.155774862093045,0.131
"third-fourth","related",0.611279763858299,0.772
"table-concert","unrelated",0.443624104386889,0.1835
"extremely-proof","unrelated",0.320858002648252,0.2225
"hostage-prisoner","related",0.638034707224076,0.8515
"red-director","unrelated",0.311819882617472,0.179
"reflection-chase","unrelated",0.206198083717228,0.1185
"commercial-merchant","related",0.489472829156552,0.7825
"optimistic-realistic","related",0.553266229772388,0.654
"adult-emperor","unrelated",0.309089683848791,0.2135
"regiment-battalion","related",0.641071504281906,0.862
"talk-vampire","unrelated",0.245426362643223,0.115
"sad-tragic","related",0.449509688961171,0.8105
"kiss-hug","related",0.597379150478305,0.845
"racist-communist","related",0.376257846550761,0.514
"millionaire-entrepreneur","related",0.482348401036444,0.742
"sexual-happen","unrelated",0.260357987491008,0.0435
"extra-additional","related",0.736291081357954,0.8625
"kidnapper-ransom","related",0.484604216277054,0.875
"noise-sound","related",0.635469546582575,0.909
"paint-draw","related",0.529512646201121,0.815
"suffering-pain","related",0.460299076861223,0.909
"character-sensitive","unrelated",0.261219074146734,0.2575
"typical-three","unrelated",0.238174802194598,0.2115
"ketchup-mayonnaise","related",0.49738942494159,0.752
"pretty-microscope","unrelated",0.203303770831196,0.0825
"fresh-refresh","related",0.596473470441858,0.695
"task-mission","related",0.593254131030107,0.7715
"hit-assumption","unrelated",0.282136405809376,0.112
"pyramid-compassion","unrelated",0.147597807424977,0.05
"prey-predator","related",0.682857433181177,0.9215
"respect-professor","unrelated",0.318420776888223,0.7535
"poor-inspection","unrelated",0.223839467572725,0.13
"occasionally-piece","unrelated",0.337695031411545,0.112
"confirmation-professional","unrelated",0.309491247967193,0.2905
"vehicle-car","related",0.698583367530194,0.925
"fall-collapse","related",0.642181921204232,0.7425
"plant-flower","related",0.53995848807933,0.8615
"snail-attack","unrelated",0.177556530898919,0.0675
"caesar-rome","related",0.450146331641912,0.86
"heritage-inherit","related",0.528347960021372,0.692
"terminal-airport","related",0.402930551112542,0.8735
"patience-hiv","unrelated",0.196282513980887,0.125
"reason-electricity","unrelated",0.203114616362445,0.215
"vein-artery","related",0.520688572696258,0.873
"victim-faithful","unrelated",0.325819075360133,0.1315
"madness-stupidity","related",0.487331186689391,0.7855
"thousand-hundred","related",0.666741838906679,0.858
"practice-exercise","related",0.678274519461066,0.8355
"pirate-sailor","related",0.508995360403172,0.8195
"theft-somewhere","unrelated",0.186161873832082,0.125
"narrow-wide","related",0.413607047128324,0.72
"cough-information","unrelated",0.200177447595561,0.1335
"planet-speak","unrelated",0.257050031257151,0.0955
"zoo-attitude","unrelated",0.174947908987577,0.0885
"first-offend","unrelated",0.195611147463258,0.125
"paranoid-crazy","related",0.361067209055666,0.742
"nickname-surname","related",0.535389152006988,0.7545
"commander-infection","unrelated",0.155391041795599,0.0615
"progress-development","related",0.619429426565303,0.8445
"insert-dead","unrelated",0.241145200147716,0.1815
"madness-harbor","unrelated",0.148131189770113,0.045
"guarantee-promise","related",0.593223662078011,0.8285
"river-dust","unrelated",0.257821592616723,0.1475
"shop-store","related",0.608476845538573,0.925
"grandfather-vanilla","unrelated",0.283384951723131,0.05
"experience-tie","unrelated",0.344853329354492,0.229
"concern-mutation","unrelated",0.282147712850346,0.245
"result-outcome","related",0.808357556973135,0.8925
"penalty-east","unrelated",0.214146668238468,0.0725
"coal-oil","related",0.480034270374501,0.794
"husband-liberal","unrelated",0.259223030963887,0.2075
"anatomy-investigate","unrelated",0.248314472643111,0.154
"bread-win","unrelated",0.316734446295433,0.106
"suffer-die","related",0.309376947425722,0.7965
"poverty-message","unrelated",0.201433319737249,0.215
"dancer-biology","unrelated",0.210904339998296,0.0725
"vehicle-faith","unrelated",0.214667478599562,0.0425
"avenue-capitalism","unrelated",0.17646169871183,0.1825
"blind-personality","unrelated",0.115682248680905,0.2095
"spider-insect","related",0.515294306465861,0.8585
"auction-sale","related",0.689954298214426,0.86
"fidelity-movie","unrelated",0.221975744982049,0.2275
"answer-monastery","unrelated",0.180013058438515,0.0375
"june-cruelty","unrelated",0.241630490082046,0.075
"positive-negative","related",0.730037757358931,0.7645
"house-surgery","unrelated",0.161568705136219,0.0735
"adult-parent","related",0.574606341057496,0.817
"enthusiasm-spend","unrelated",0.250167755704654,0.245
"anarchy-capitalism","related",0.336292125616432,0.2915
"dragon-lion","related",0.69652660683837,0.3715
