"pair","type","cosine_similarity","prompt_similarity"
"hunger-scientist","unrelated",0.17657682088305,0.123
"rescue-sniper","unrelated",0.289204553439388,0.2
"robot-usually","unrelated",0.25107556394616,0
"freedom-deaf","unrelated",0.194526166780618,0.08
"network-system","related",0.505933453919391,0.834
"temple-star","unrelated",0.237925469532934,0.1
"patient-fish","unrelated",0.263184963005706,0.113
"underestimate-exaggerate","related",0.552940194926152,0.6
"milk-testimony","unrelated",0.214646280004894,0
"bishop-cardinal","related",0.404355091840983,0.875
"rescue-save","related",0.417908611634812,0.875
"soul-spirit","related",0.620396709960224,0.9
"safe-secure","related",0.80567872472594,0.9
"error-cheese","unrelated",0.213284455553099,0
"pistol-weapon","related",0.535030193225818,0.9
"september-perspective","unrelated",0.23097608613962,0.1
"enter-go","related",0.485391115995808,0.5
"charity-donation","related",0.647782012601595,0.9
"smash-female","unrelated",0.203558730645654,0
"slowly-quickly","related",0.58431687805696,0.6
"chemical-biological","related",0.402699247706042,0.69
"daughter-huge","unrelated",0.240857865307544,0
"little-small","related",0.69775102219817,1
"ignorance-alarm","unrelated",0.215445473951855,0.112
"portal-gate","related",0.567965253707776,0.75
"environment-love","unrelated",0.291952024380161,0.154
"legion-rotate","unrelated",0.240346584169708,0.1
"vagina-penis","related",0.55434866849312,0.9
"always-computer","unrelated",0.261992734407139,0
"picnic-feeling","unrelated",0.288366972393258,0.223
"shower-bathroom","related",0.573514739330471,0.785
"dirty-disgusting","related",0.546196437216596,0.85
"baby-child","related",0.729680462748011,0.9
"banker-investor","related",0.558849689242442,0.81
"literally-detective","unrelated",0.222014728001994,0.112
"food-commissioner","unrelated",0.149457570747512,0.08
"brand-product","related",0.525939350688808,0.867
"profile-ocean","unrelated",0.227466244762393,0.05
"realize-ministry","unrelated",0.182060058269766,0.107
"examine-yeah","unrelated",0.200871495814,0
"generator-reactor","related",0.370560628475787,0.743
"clearly-actor","unrelated",0.262861061644408,0
"cover-crazy","unrelated",0.252785926978675,0.1
"monday-false","unrelated",0.19449197410452,0
"red-yellow","related",0.43840281575002,0.75
"active-deck","unrelated",0.258887831628874,0.112
"thin-priest","unrelated",0.244686162459105,0.112
"steal-hundred","unrelated",0.235798100212886,0
"revelation-vision","related",0.37020714395404,0.524
"right-left","related",0.660468557645545,0.1
"bishop-theater","unrelated",0.15594633542249,0.1
"taste-plastic","unrelated",0.229394558585887,0.112
"risk-danger","related",0.7208313158846,0.85
"imagination-creativity","related",0.58453003494982,0.875
"end-disappearance","unrelated",0.331168465625748,0.478
"replace-substitute","related",0.586467670164662,0.887
"fix-museum","unrelated",0.196472079503982,0.095
"drink-beer","related",0.567335250653717,0.895
"daily-weekly","related",0.710112178723063,0.75
"manage-succeed","related",0.365560245506784,0.634
"robot-machine","related",0.58236502886834,0.875
"dry-wet","related",0.478857937567202,0
"thief-criminal","related",0.488207611653288,0.9
"country-nation","related",0.679364316104565,0.9
"poison-kill","related",0.434063072661425,0.825
"autopsy-strongly","unrelated",0.157790317777316,0
"cinnamon-vanilla","related",0.449595836450103,0.785
"reflection-mirror","related",0.598907431789205,0.8
"blind-deaf","related",0.440090039795972,0.8
"examination-inspection","related",0.577369180519154,0.765
"cloth-tuesday","unrelated",0.259779266597199,0
"task-know","unrelated",0.299516257956403,0.2
"desk-office","related",0.670614267485376,0.8
"crowd-samurai","unrelated",0.288657183302935,0.1
"english-french","related",0.456293349934473,0.2
"look-watch","related",0.608557731656025,0.75
"girl-analysis","unrelated",0.155685863284894,0.125
"third-fourth","related",0.611279763858299,0.112
"table-concert","unrelated",0.443624104386889,0.1
"extremely-proof","unrelated",0.320957510793722,0.175
"hostage-prisoner","related",0.637978065926979,0.8
"red-director","unrelated",0.311793674289872,0.112
"reflection-chase","unrelated",0.206144538142614,0.112
"commercial-merchant","related",0.489472829156552,0.8
"optimistic-realistic","related",0.553221325989135,0.3
"adult-emperor","unrelated",0.309089297633599,0.237
"regiment-battalion","related",0.641016166132986,0.85
"talk-vampire","unrelated",0.245503266479055,0.05
"sad-tragic","related",0.449506730439272,0.8
"kiss-hug","related",0.597412648961063,0.875
"racist-communist","related",0.376257846550761,0.2
"millionaire-entrepreneur","related",0.482348401036444,0.667
"sexual-happen","unrelated",0.260362469340728,0
"extra-additional","related",0.736291081357954,0.85
"kidnapper-ransom","related",0.48455716669144,0.85
"noise-sound","related",0.635448506758972,0.85
"paint-draw","related",0.529551418416741,0.758
"suffering-pain","related",0.460299076861223,0.9
"character-sensitive","unrelated",0.261219074146734,0.245
"typical-three","unrelated",0.238077642488006,0.2
"ketchup-mayonnaise","related",0.497388645533383,0.754
"pretty-microscope","unrelated",0.203303770831196,0
"fresh-refresh","related",0.596473470441858,0.65
"task-mission","related",0.593379576415989,0.8
"hit-assumption","unrelated",0.282136405809376,0.1
"pyramid-compassion","unrelated",0.147724621663452,0
"prey-predator","related",0.682857433181177,0.9
"respect-professor","unrelated",0.318420776888223,0.3
"poor-inspection","unrelated",0.223839467572725,0.083
"occasionally-piece","unrelated",0.337724994913988,0.1
"confirmation-professional","unrelated",0.309514236624712,0.237
"vehicle-car","related",0.698581081822555,1
"fall-collapse","related",0.642172884250223,0.75
"plant-flower","related",0.53995848807933,0.875
"snail-attack","unrelated",0.177556530898919,0.047
"caesar-rome","related",0.450146331641912,0.874
"heritage-inherit","related",0.528283498485604,0.754
"terminal-airport","related",0.402793993793696,0.85
"patience-hiv","unrelated",0.196284128001146,0.1
"reason-electricity","unrelated",0.203165531121462,0.1
"vein-artery","related",0.520688572696258,0.9
"victim-faithful","unrelated",0.325819075360133,0
"madness-stupidity","related",0.487290378578449,0.743
"thousand-hundred","related",0.666766654185157,0.9
"practice-exercise","related",0.678292496456925,0.85
"pirate-sailor","related",0.509017331193196,0.8
"theft-somewhere","unrelated",0.186143870012862,0
"narrow-wide","related",0.4136365810878,0.5
"cough-information","unrelated",0.200025944215368,0.1
"planet-speak","unrelated",0.257050031257151,0
"zoo-attitude","unrelated",0.174920691047741,0.01
"first-offend","unrelated",0.195610744729231,0.112
"paranoid-crazy","related",0.361067209055666,0.678
"nickname-surname","related",0.535422855548184,0.754
"commander-infection","unrelated",0.155329316512485,0.045
"progress-development","related",0.619429426565303,0.875
"insert-dead","unrelated",0.241145200147716,0
"madness-harbor","unrelated",0.148161718025307,0.05
"guarantee-promise","related",0.593223662078011,0.835
"river-dust","unrelated",0.25779955747078,0.05
"shop-store","related",0.608370556893195,0.9
"grandfather-vanilla","unrelated",0.283384951723131,0.034
"experience-tie","unrelated",0.344853329354492,0.12
"concern-mutation","unrelated",0.282147712850346,0.215
"result-outcome","related",0.808355220771014,0.9
"penalty-east","unrelated",0.214146668238468,0
"coal-oil","related",0.480079750854581,0.8
"husband-liberal","unrelated",0.259175131270161,0.112
"anatomy-investigate","unrelated",0.248314472643111,0.112
"bread-win","unrelated",0.316735279236331,0.112
"suffer-die","related",0.309376947425722,0.8
"poverty-message","unrelated",0.201458752349225,0.1
"dancer-biology","unrelated",0.210906910862003,0.05
"vehicle-faith","unrelated",0.214670138198222,0.05
"avenue-capitalism","unrelated",0.17640703605829,0.135
"blind-personality","unrelated",0.115656184135467,0.112
"spider-insect","related",0.515282032511082,0.8
"auction-sale","related",0.68991525888379,0.8
"fidelity-movie","unrelated",0.221959809167296,0.112
"answer-monastery","unrelated",0.180032707571468,0.1
"june-cruelty","unrelated",0.241600102110882,0
"positive-negative","related",0.730075754827677,0
"house-surgery","unrelated",0.161483999298896,0.045
"adult-parent","related",0.574453248217776,0.8
"enthusiasm-spend","unrelated",0.25017500229801,0.1
"anarchy-capitalism","related",0.332324608618272,0.25
"dragon-lion","related",0.69652660683837,0.3
