"pair","type","mean_cosine_similarity","mean_prompt_similarity"
"concrete-witch","unrelated",0.0978088653509726,0.146
"dancer-dance","related",0.638613125117286,0.836
"plus-weapon","unrelated",0.304210826557441,0.05
"desert-financing","unrelated",0.128735090305266,0.0475
"refugee-up","unrelated",0.229040944649147,0
"refuse-high","unrelated",0.16065095703078,0
"cough-fever","related",0.377429195905162,0.741
"paranoid-maid","unrelated",0.170589432940766,0.05
"see-meet","related",0.493533249580562,0.3505
"horror-believe","unrelated",0.212011253015028,0.1775
"speech-full","unrelated",0.29670321454046,0.106
"catholic-christian","related",0.632467165475093,0.8365
"observation-evaluation","related",0.618649435175377,0.7265
"paint-adrenaline","unrelated",0.202090198136228,0.0225
"cinema-easy","unrelated",0.198335113529472,0.05
"command-bird","unrelated",0.243751841012231,0.0025
"smoke-cigar","related",0.509846170394697,0.8385
"wonderful-fantastic","related",0.695473855374984,0.9105
"demand-request","related",0.655008945164093,0.8375
"cream-sauce","related",0.336841195856206,0.623
"golf-committee","unrelated",0.281524568165201,0.112
"divorce-dangerous","unrelated",0.239954001962854,0.05
"tomorrow-morning","related",0.442572331727679,0.627
"smoke-possibility","unrelated",0.264355747892397,0.056
"simply-simple","related",0.633770630091364,0.589
"antidote-october","unrelated",0.147060953332763,0
"administration-government","related",0.63268409146087,0.857
"hunger-scientist","unrelated",0.17659619606186,0.1115
"rescue-sniper","unrelated",0.289196799911339,0.2
"robot-usually","unrelated",0.25108563838925,0
"freedom-deaf","unrelated",0.194526166780618,0.09
"network-system","related",0.505933453919391,0.834
"temple-star","unrelated",0.237925469532934,0.1
"patient-fish","unrelated",0.263133271426658,0.0815
"underestimate-exaggerate","related",0.552946177445319,0.6
"milk-testimony","unrelated",0.214646280004894,0
"bishop-cardinal","related",0.404294800730906,0.8645
"rescue-save","related",0.41788785167556,0.8545
"soul-spirit","related",0.620396709960224,0.875
"safe-secure","related",0.80567872472594,0.875
"error-cheese","unrelated",0.21324528781977,0
"pistol-weapon","related",0.535042304885797,0.9
"september-perspective","unrelated",0.230948728264392,0.106
"enter-go","related",0.485399978233855,0.589
"charity-donation","related",0.647807067542967,0.875
"smash-female","unrelated",0.203578228236137,0
"slowly-quickly","related",0.584374479276653,0.45
"chemical-biological","related",0.402714073682301,0.72
"daughter-huge","unrelated",0.240857865307544,0
"little-small","related",0.69775102219817,1
"ignorance-alarm","unrelated",0.215440719701805,0.1185
"portal-gate","related",0.568009913586232,0.725
"environment-love","unrelated",0.291969126927776,0.133
"legion-rotate","unrelated",0.240346584169708,0.05
"vagina-penis","related",0.554328563620285,0.9
"always-computer","unrelated",0.261966978923474,0
"picnic-feeling","unrelated",0.288366972393258,0.219
"shower-bathroom","related",0.573518132242854,0.8425
"dirty-disgusting","related",0.546231568196954,0.825
"baby-child","related",0.729628204226583,0.9
"banker-investor","related",0.558832440909894,0.805
"literally-detective","unrelated",0.222014728001994,0.056
"food-commissioner","unrelated",0.149463359025159,0.065
"brand-product","related",0.525939350688808,0.8335
"profile-ocean","unrelated",0.227466244762393,0.075
"realize-ministry","unrelated",0.182106005709129,0.1095
"examine-yeah","unrelated",0.200871495814,0
"generator-reactor","related",0.370560628475787,0.709
"clearly-actor","unrelated",0.262897065641053,0
"cover-crazy","unrelated",0.252768280018738,0.055
"monday-false","unrelated",0.194469084001269,0
"red-yellow","related",0.43840281575002,0.75
"active-deck","unrelated",0.25891791965399,0.112
"thin-priest","unrelated",0.244686162459105,0.095
"steal-hundred","unrelated",0.235787455121654,0
"revelation-vision","related",0.37020714395404,0.579
"right-left","related",0.6604153871061,0.5
"bishop-theater","unrelated",0.155936771095395,0.106
"taste-plastic","unrelated",0.229391815042453,0.1125
"risk-danger","related",0.720843981957022,0.8625
"imagination-creativity","related",0.584493508436439,0.8625
"end-disappearance","unrelated",0.331157389864801,0.401
"replace-substitute","related",0.586467670164662,0.885
"fix-museum","unrelated",0.196441795278976,0.0975
"drink-beer","related",0.567335250653717,0.8725
"daily-weekly","related",0.710107759094706,0.775
"manage-succeed","related",0.365560245506784,0.517
"robot-machine","related",0.582344331490914,0.875
"dry-wet","related",0.478857937567202,0
"thief-criminal","related",0.488207611653288,0.9
"country-nation","related",0.679364316104565,0.9
"poison-kill","related",0.43403308464046,0.85
"autopsy-strongly","unrelated",0.157790317777316,0
"cinnamon-vanilla","related",0.449595836450103,0.7675
"reflection-mirror","related",0.598877805192999,0.85
"blind-deaf","related",0.440092507212437,0.7945
"examination-inspection","related",0.577369180519154,0.7575
"cloth-tuesday","unrelated",0.259772360561785,0
"task-know","unrelated",0.299516257956403,0.156
"desk-office","related",0.670614267485376,0.7945
"crowd-samurai","unrelated",0.288666606675724,0.106
"english-french","related",0.456293349934473,0.25
"look-watch","related",0.608559806387455,0.7565
"girl-analysis","unrelated",0.15573036268897,0.124
"third-fourth","related",0.611279763858299,0.107
"table-concert","unrelated",0.443624104386889,0.106
"extremely-proof","unrelated",0.320907756720987,0.1435
"hostage-prisoner","related",0.637999532520164,0.815
"red-director","unrelated",0.311767450891817,0.112
"reflection-chase","unrelated",0.206171310929921,0.106
"commercial-merchant","related",0.489477302389266,0.8
"optimistic-realistic","related",0.553234945937497,0.317
"adult-emperor","unrelated",0.309099808872334,0.241
"regiment-battalion","related",0.641043835207446,0.85
"talk-vampire","unrelated",0.245144429090179,0.05
"sad-tragic","related",0.449506730439272,0.8375
"kiss-hug","related",0.597365959109118,0.8375
"racist-communist","related",0.376257846550761,0.2225
"millionaire-entrepreneur","related",0.482348401036444,0.7085
"sexual-happen","unrelated",0.260318966888248,0.0295
"extra-additional","related",0.736295914901183,0.8625
"kidnapper-ransom","related",0.484535364661431,0.8545
"noise-sound","related",0.635459026670774,0.875
"paint-draw","related",0.529551418416741,0.734
"suffering-pain","related",0.46029543694956,0.9
"character-sensitive","unrelated",0.261219074146734,0.2225
"typical-three","unrelated",0.238098548785495,0.156
"ketchup-mayonnaise","related",0.497388645533383,0.777
"pretty-microscope","unrelated",0.203291139403418,0
"fresh-refresh","related",0.596473470441858,0.475
"task-mission","related",0.593316853723048,0.8
"hit-assumption","unrelated",0.28210326532153,0.0725
"pyramid-compassion","unrelated",0.147661214544214,0
"prey-predator","related",0.682857433181177,0.9
"respect-professor","unrelated",0.31842146520999,0.3165
"poor-inspection","unrelated",0.223824228825461,0.0975
"occasionally-piece","unrelated",0.337724994913988,0.1
"confirmation-professional","unrelated",0.309502742295953,0.1685
"vehicle-car","related",0.698593879265014,0.95
"fall-collapse","related",0.642173841661991,0.7475
"plant-flower","related",0.539941202820575,0.875
"snail-attack","unrelated",0.177556530898919,0.0485
"caesar-rome","related",0.450146331641912,0.862
"heritage-inherit","related",0.528283498485604,0.739
"terminal-airport","related",0.402885916200379,0.825
"patience-hiv","unrelated",0.196266318929946,0.1
"reason-electricity","unrelated",0.203115141101207,0.1125
"vein-artery","related",0.520710050916594,0.8875
"victim-faithful","unrelated",0.325819075360133,0.056
"madness-stupidity","related",0.487339921647405,0.783
"thousand-hundred","related",0.666766654185157,0.922
"practice-exercise","related",0.678292496456925,0.8585
"pirate-sailor","related",0.509017331193196,0.8
"theft-somewhere","unrelated",0.186143870012862,0
"narrow-wide","related",0.4136365810878,0.25
"cough-information","unrelated",0.200098712579605,0.0875
"planet-speak","unrelated",0.257050031257151,0
"zoo-attitude","unrelated",0.174912769756402,0.03
"first-offend","unrelated",0.195626756614002,0.112
"paranoid-crazy","related",0.361067209055666,0.721
"nickname-surname","related",0.535422855548184,0.777
"commander-infection","unrelated",0.155376434075827,0.0475
"progress-development","related",0.619429426565303,0.875
"insert-dead","unrelated",0.241145200147716,0
"madness-harbor","unrelated",0.148159098332898,0.05
"guarantee-promise","related",0.593223662078011,0.83
"river-dust","unrelated",0.25779955747078,0.1
"shop-store","related",0.608370556893195,0.925
"grandfather-vanilla","unrelated",0.283384951723131,0.0395
"experience-tie","unrelated",0.344857074495589,0.11
"concern-mutation","unrelated",0.282088931158013,0.214
"result-outcome","related",0.808356388872075,0.9
"penalty-east","unrelated",0.214146668238468,0
"coal-oil","related",0.480121899542517,0.825
"husband-liberal","unrelated",0.259203671661996,0.112
"anatomy-investigate","unrelated",0.24832655274067,0.056
"bread-win","unrelated",0.316734862765882,0.106
"suffer-die","related",0.309376947425722,0.775
"poverty-message","unrelated",0.201473736098626,0.1
"dancer-biology","unrelated",0.210906910862003,0.0475
"vehicle-faith","unrelated",0.214697448650468,0.075
"avenue-capitalism","unrelated",0.17640703605829,0.168
"blind-personality","unrelated",0.115656184135467,0.056
"spider-insect","related",0.515300860151156,0.8
"auction-sale","related",0.68994345877996,0.8
"fidelity-movie","unrelated",0.22195931906303,0.106
"answer-monastery","unrelated",0.180023679811138,0.1055
"june-cruelty","unrelated",0.24162032415456,0
"positive-negative","related",0.730075754827677,0
"house-surgery","unrelated",0.161526352217558,0.0785
"adult-parent","related",0.574545556724384,0.777
"enthusiasm-spend","unrelated",0.250213154146032,0.106
"anarchy-capitalism","related",0.332324608618272,0.2415
"dragon-lion","related",0.696509796789676,0.3
